epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,11074,0.4814,0.33126,1.00855,0.97101,0.97434,0.98483,0.90102,0.46849,0.23718,0.98038,0.0010405,0.0010405,0.0010405
183,11134.6,0.48007,0.33269,1.00675,0.9705,0.97458,0.98485,0.90109,0.46847,0.23704,0.98041,0.000991,0.000991,0.000991
184,11195.3,0.47905,0.33166,1.00569,0.97091,0.9734,0.98495,0.90118,0.46845,0.23673,0.98045,0.0009415,0.0009415,0.0009415
185,11255.9,0.47282,0.32618,1.00191,0.97091,0.97349,0.98497,0.90129,0.46846,0.23687,0.98055,0.000892,0.000892,0.000892
186,11316.4,0.47398,0.32482,1.00469,0.96961,0.97533,0.9851,0.9015,0.46851,0.2371,0.9807,0.0008425,0.0008425,0.0008425
187,11377.2,0.47067,0.32356,1.00469,0.97105,0.97324,0.98499,0.90111,0.4684,0.2367,0.98064,0.000793,0.000793,0.000793
188,11437.9,0.4681,0.3221,0.99706,0.97105,0.97342,0.98504,0.90148,0.46841,0.23692,0.98069,0.0007435,0.0007435,0.0007435
189,11498.6,0.46444,0.31948,0.9983,0.96919,0.97521,0.98521,0.90155,0.46839,0.23693,0.98081,0.000694,0.000694,0.000694
190,11559.5,0.46796,0.32508,1.00299,0.97047,0.97531,0.98514,0.9014,0.46834,0.23672,0.98083,0.0006445,0.0006445,0.0006445
191,11623.3,0.286,0.16524,0.85662,0.96878,0.97633,0.98528,0.90131,0.46817,0.23677,0.98075,0.000595,0.000595,0.000595
192,11683.7,0.27502,0.15471,0.84924,0.96891,0.97658,0.98532,0.90139,0.4683,0.23673,0.98088,0.0005455,0.0005455,0.0005455
193,11743.9,0.27067,0.15089,0.84788,0.96853,0.97678,0.98534,0.90159,0.46827,0.23675,0.98091,0.000496,0.000496,0.000496
194,11803.9,0.26721,0.1502,0.84625,0.96841,0.97677,0.98533,0.90181,0.46815,0.23671,0.98088,0.0004465,0.0004465,0.0004465
195,11864,0.26761,0.15135,0.84494,0.97083,0.97425,0.9853,0.90188,0.46812,0.23654,0.98087,0.000397,0.000397,0.000397
196,11924.3,0.25907,0.14531,0.84123,0.96846,0.97676,0.98535,0.90188,0.46795,0.23642,0.98085,0.0003475,0.0003475,0.0003475
197,11984.6,0.26204,0.14496,0.84406,0.97032,0.975,0.98513,0.90195,0.46789,0.23657,0.98083,0.000298,0.000298,0.000298
198,12044.7,0.25554,0.14277,0.83812,0.97039,0.975,0.98512,0.90163,0.46799,0.23646,0.981,0.0002485,0.0002485,0.0002485
199,12104.9,0.25318,0.14114,0.83838,0.97032,0.97508,0.98509,0.90186,0.46799,0.23638,0.98107,0.000199,0.000199,0.000199
200,12165.2,0.25656,0.14227,0.84029,0.97012,0.97587,0.98522,0.90192,0.46799,0.23634,0.98113,0.0001495,0.0001495,0.0001495
