epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,27751.8,0.49474,0.33796,1.01336,0.97039,0.9724,0.983,0.89962,0.46725,0.23366,0.98089,0.000991,0.000991,0.000991
184,27903.4,0.49135,0.33674,1.00977,0.97052,0.97176,0.98281,0.89949,0.4673,0.2336,0.9811,0.0009415,0.0009415,0.0009415
185,28054.8,0.48738,0.33555,1.01148,0.97061,0.97154,0.98299,0.89983,0.46739,0.23351,0.98133,0.000892,0.000892,0.000892
186,28206.3,0.48818,0.33936,1.00862,0.97085,0.97078,0.9831,0.89967,0.46728,0.23369,0.98145,0.0008425,0.0008425,0.0008425
187,28358,0.48352,0.33266,1.00931,0.97125,0.97017,0.98309,0.89973,0.46701,0.23358,0.98143,0.000793,0.000793,0.000793
188,28509.5,0.4807,0.3361,1.00496,0.9705,0.97011,0.98312,0.89972,0.46684,0.23357,0.98146,0.0007435,0.0007435,0.0007435
189,28661.1,0.48104,0.33113,1.00502,0.97063,0.97001,0.9831,0.89976,0.46664,0.23374,0.98135,0.000694,0.000694,0.000694
190,28812.4,0.48007,0.32951,1.00658,0.97089,0.97022,0.98282,0.90009,0.4665,0.23377,0.98148,0.0006445,0.0006445,0.0006445
191,28965.5,0.30017,0.17401,0.8663,0.97142,0.96972,0.98278,0.89977,0.46643,0.23367,0.98161,0.000595,0.000595,0.000595
192,29117,0.28963,0.1616,0.86019,0.9718,0.96972,0.98265,0.9003,0.46653,0.23381,0.9817,0.0005455,0.0005455,0.0005455
193,29268.1,0.28128,0.15796,0.85613,0.9719,0.96935,0.98259,0.90003,0.46651,0.23369,0.98171,0.000496,0.000496,0.000496
194,29419.4,0.27887,0.15629,0.85241,0.97173,0.96943,0.98245,0.89963,0.46627,0.23346,0.98154,0.0004465,0.0004465,0.0004465
195,29570.5,0.28021,0.15638,0.85455,0.97157,0.97,0.98242,0.89983,0.46616,0.23335,0.98148,0.000397,0.000397,0.000397
196,29721.8,0.27437,0.15392,0.84966,0.97152,0.97007,0.9823,0.89962,0.46616,0.23313,0.98154,0.0003475,0.0003475,0.0003475
197,29873.1,0.27383,0.15156,0.84912,0.97151,0.97003,0.98232,0.89982,0.46619,0.2331,0.9816,0.000298,0.000298,0.000298
198,30024.4,0.26959,0.15,0.84426,0.97099,0.97047,0.9822,0.8997,0.46617,0.2332,0.98173,0.0002485,0.0002485,0.0002485
199,30175.8,0.26473,0.14688,0.84285,0.97115,0.97056,0.98209,0.89988,0.46636,0.23313,0.98197,0.000199,0.000199,0.000199
200,30327.2,0.26902,0.14927,0.8445,0.97086,0.97113,0.98232,0.90023,0.4666,0.23304,0.98231,0.0001495,0.0001495,0.0001495
